hue,value,chroma,r,g,b
10PB,6,8,148,142,200
10PB,6,10,148,140,213
10PB,6,12,148,137,228
10PB,6,14,149,134,242
10PB,6,16,150,129,255
2.5P,6,2,151,147,160
2.5P,6,4,154,144,172
2.5P,6,6,157,142,185
2.5P,6,8,161,138,197
2.5P,6,10,164,135,209
2.5P,6,12,169,131,220
2.5P,6,14,173,126,232
2.5P,6,16,179,121,244
2.5P,6,18,183,115,254
5P,6,2,154,146,159
5P,6,4,159,143,170
5P,6,6,165,139,181
5P,6,8,170,136,191
5P,6,10,176,131,202
5P,6,12,182,127,212
5P,6,14,188,121,223
5P,6,16,194,115,233
5P,6,18,200,108,243
5P,6,20,207,100,254
7.5P,6,2,157,145,157
7.5P,6,4,165,142,165
7.5P,6,6,174,137,175
7.5P,6,8,182,132,183
7.5P,6,10,190,127,192
7.5P,6,12,198,121,200
7.5P,6,14,206,114,209
7.5P,6,16,214,107,217
7.5P,6,18,221,98,226
7.5P,6,20,230,86,236
7.5P,6,22,239,71,245
7.5P,6,24,247,52,254
10P,6,2,159,145,155
10P,6,4,169,141,162
10P,6,6,180,135,169
10P,6,8,189,130,175
10P,6,10,199,124,182
10P,6,12,208,117,189
10P,6,14,218,108,196
10P,6,16,227,100,203
10P,6,18,235,90,210
10P,6,20,245,75,218
10P,6,22,254,57,225
10P,6,24,255,29,232
2.5RP,6,2,161,145,153
2.5RP,6,4,173,140,157
2.5RP,6,6,185,134,162
2.5RP,6,8,196,128,166
2.5RP,6,10,207,121,171
2.5RP,6,12,218,113,176
2.5RP,6,14,229,104,181
2.5RP,6,16,239,93,186
2.5RP,6,18,249,81,191
2.5RP,6,20,255,63,196
2.5RP,6,22,255,41,201
5RP,6,2,163,144,150
5RP,6,4,176,139,151
5RP,6,6,191,132,153
5RP,6,8,203,126,155
5RP,6,10,214,119,156
5RP,6,12,226,110,159
5RP,6,14,238,100,161
5RP,6,16,249,88,164
5RP,6,18,255,73,166
5RP,6,20,255,47,170
5RP,6,22,255,4,172
7.5RP,6,2,163,144,148
7.5RP,6,4,178,139,147
7.5RP,6,6,194,132,146
7.5RP,6,8,206,126,146
7.5RP,6,10,219,118,146
7.5RP,6,12,231,109,146
7.5RP,6,14,243,98,147
7.5RP,6,16,255,84,147
7.5RP,6,18,255,68,148
7.5RP,6,20,255,40,150
10RP,7,2,190,171,172
10RP,7,4,206,165,169
10RP,7,6,222,159,166
10RP,7,8,238,151,162
10RP,7,10,252,144,159
10RP,7,12,255,133,156
10RP,7,14,255,123,154
10RP,7,16,255,110,151
2.5R,7,2,191,171,171
2.5R,7,4,208,165,165
2.5R,7,6,224,158,160
2.5R,7,8,240,151,154
2.5R,7,10,254,143,149
2.5R,7,12,255,133,143
2.5R,7,14,255,123,138
2.5R,7,16,255,110,133
5R,7,2,192,171,169
5R,7,4,209,165,161
5R,7,6,226,158,153
5R,7,8,241,151,146
5R,7,10,255,143,138
5R,7,12,255,134,130
5R,7,14,255,124,122
7.5R,7,2,193,171,167
7.5R,7,4,211,165,156
7.5R,7,6,226,159,146
7.5R,7,8,243,152,135
7.5R,7,10,255,145,124
7.5R,7,12,255,136,112
7.5R,7,14,255,127,100
7.5R,7,16,255,116,87
10R,7,2,193,171,164
10R,7,4,211,165,151
10R,7,6,227,160,137
10R,7,8,242,153,123
10R,7,10,254,147,109
10R,7,12,255,140,91
10R,7,14,255,132,73
10R,7,16,255,124,49
2.5YR,7,2,193,171,161
2.5YR,7,4,210,166,145
2.5YR,7,6,225,161,128
2.5YR,7,8,239,156,112
2.5YR,7,10,250,150,95
2.5YR,7,12,255,145,72
2.5YR,7,14,255,139,44
5YR,7,2,193,171,158
5YR,7,4,208,167,139
5YR,7,6,222,163,120
5YR,7,8,233,159,101
5YR,7,10,243,155,79
5YR,7,12,253,151,52
7.5YR,7,2,192,172,155
7.5YR,7,4,206,169,134
7.5YR,7,6,218,166,113
7.5YR,7,8,227,163,91
7.5YR,7,10,236,160,66
7.5YR,7,12,243,157,28
10YR,7,2,190,173,151
10YR,7,4,202,171,128
10YR,7,6,212,169,105
10YR,7,8,220,166,80
10YR,7,10,227,164,51
2.5Y,7,2,187,174,149
2.5Y,7,4,197,173,125
2.5Y,7,6,205,171,99
2.5Y,7,8,212,170,72
2.5Y,7,10,217,169,35
5Y,7,2,184,175,148
5Y,7,4,190,175,121
5Y,7,6,197,175,94
5Y,7,8,202,174,65
5Y,7,10,206,174,15
7.5Y,7,2,181,176,147
7.5Y,7,4,186,177,120
7.5Y,7,6,190,177,93
7.5Y,7,8,193,177,61
10Y,7,2,179,177,147
10Y,7,4,181,178,121
10Y,7,6,183,179,93
10Y,7,8,185,180,61
2.5GY,7,2,175,178,148
2.5GY,7,4,174,180,123
2.5GY,7,6,174,182,98
2.5GY,7,8,173,183,67
2.5GY,7,10,172,185,11
5GY,7,2,172,179,150
5GY,7,4,168,182,127
5GY,7,6,164,184,104
5GY,7,8,160,186,77
5GY,7,10,156,188,39
7.5GY,7,2,166,180,155
7.5GY,7,4,157,184,136
7.5GY,7,6,149,187,117
7.5GY,7,8,140,190,96
7.5GY,7,10,129,193,70
7.5GY,7,12,118,196,37
10GY,7,2,161,181,159
10GY,7,4,149,185,143
10GY,7,6,136,189,129
10GY,7,8,121,193,113
10GY,7,10,103,196,96
10GY,7,12,81,200,77
10GY,7,14,51,202,55
2.5G,7,2,157,182,163
2.5G,7,4,140,186,153
2.5G,7,6,122,191,143
2.5G,7,8,99,195,133
2.5G,7,10,67,199,122
5G,7,2,155,182,167
5G,7,4,135,187,160
5G,7,6,113,191,153
5G,7,8,84,196,148
5G,7,10,25,200,142
7.5G,7,2,154,182,169
7.5G,7,4,132,187,164
7.5G,7,6,108,191,160
7.5G,7,8,74,196,156
10G,7,2,153,182,172
10G,7,4,130,187,169
10G,7,6,103,192,166
10G,7,8,64,196,164
2.5BG,7,2,152,182,173
2.5BG,7,4,128,187,173
2.5BG,7,6,100,191,172
2.5BG,7,8,54,196,172
5BG,7,2,151,182,176
5BG,7,4,126,187,178
5BG,7,6,97,191,180
5BG,7,8,41,196,182
7.5BG,7,2,152,181,179
7.5BG,7,4,125,186,183
7.5BG,7,6,95,191,187
7.5BG,7,8,34,195,192
10BG,7,2,153,181,182
10BG,7,4,126,186,188
10BG,7,6,95,190,195
10BG,7,8,29,194,202
2.5B,7,2,154,180,183
2.5B,7,4,128,185,192
2.5B,7,6,98,189,201
2.5B,7,8,40,192,211
5B,7,2,157,179,185
5B,7,4,133,183,196
5B,7,6,104,187,207
5B,7,8,60,190,219
7.5B,7,2,160,179,186
7.5B,7,4,138,182,198
7.5B,7,6,114,185,211
7.5B,7,8,79,188,225
10B,7,2,163,178,186
10B,7,4,146,180,200
10B,7,6,126,183,214
10B,7,8,99,185,228
10B,7,10,53,187,244
2.5PB,7,2,166,177,187
2.5PB,7,4,153,178,201
2.5PB,7,6,139,180,216
2.5PB,7,8,120,181,231
2.5PB,7,10,94,183,248
5PB,7,2,169,176,187
5PB,7,4,160,177,201
5PB,7,6,149,177,216
5PB,7,8,137,178,232
5PB,7,10,120,178,249
7.5PB,7,2,172,175,187
7.5PB,7,4,168,174,201
7.5PB,7,6,163,174,217
7.5PB,7,8,158,173,232
7.5PB,7,10,152,171,249
10PB,7,2,175,174,186
10PB,7,4,174,173,201
10PB,7,6,174,171,215
10PB,7,8,173,169,229
10PB,7,10,173,166,245
10PB,7,12,173,163,255
2.5P,7,2,177,174,186
2.5P,7,4,180,171,199
2.5P,7,6,183,168,211
2.5P,7,8,186,165,224
2.5P,7,10,190,161,238
2.5P,7,12,194,157,251
5P,7,2,180,173,185
5P,7,4,185,170,196
5P,7,6,190,166,207
5P,7,8,196,163,219
5P,7,10,202,158,231
5P,7,12,208,153,242
5P,7,14,215,148,253
7.5P,7,2,183,172,182
7.5P,7,4,192,168,191
7.5P,7,6,200,164,200
7.5P,7,8,209,159,209
7.5P,7,10,218,153,219
7.5P,7,12,226,147,227
7.5P,7,14,235,140,237
7.5P,7,16,244,133,246
7.5P,7,18,253,124,255
10P,7,2,185,172,180
10P,7,4,196,167,187
10P,7,6,207,162,194
10P,7,8,218,156,201
10P,7,10,228,150,209
10P,7,12,237,144,215
10P,7,14,248,136,223
10P,7,16,255,126,231
10P,7,18,255,116,238
10P,7,20,255,104,246
10P,7,22,255,88,255
2.5RP,7,2,186,172,178
2.5RP,7,4,199,166,182
2.5RP,7,6,213,160,187
2.5RP,7,8,225,154,192
2.5RP,7,10,236,147,196
2.5RP,7,12,248,140,202
2.5RP,7,14,255,131,206
2.5RP,7,16,255,120,212
2.5RP,7,18,255,107,218
2.5RP,7,20,255,91,224
5RP,7,2,188,171,176
5RP,7,4,202,166,177
5RP,7,6,218,159,179
5RP,7,8,232,152,180
5RP,7,10,244,145,182
5RP,7,12,255,136,184
5RP,7,14,255,126,186
5RP,7,16,255,114,189
5RP,7,18,255,100,192
7.5RP,7,2,189,171,174
7.5RP,7,4,204,166,173
7.5RP,7,6,220,159,172
7.5RP,7,8,235,152,172
7.5RP,7,10,248,144,171
7.5RP,7,12,255,135,171
7.5RP,7,14,255,124,171
7.5RP,7,16,255,111,172
10RP,8,2,215,198,200
10RP,8,4,234,192,195
10RP,8,6,251,185,192
10RP,8,8,255,177,188
10RP,8,10,255,169,184
2.5R,8,2,215,198,198
2.5R,8,4,236,192,191
2.5R,8,6,253,185,185
2.5R,8,8,255,177,179
2.5R,8,10,255,169,173
5R,8,2,216,198,196
5R,8,4,237,192,187
5R,8,6,254,185,179
5R,8,8,255,177,170
5R,8,10,255,169,161
7.5R,8,2,217,198,194
7.5R,8,4,239,191,182
